schema_name_source,schema_name,column_name_source,column_name,group,description,delete,disposition,column_type,source,version_added,is_redcap_calculation,date_shift
custom_affect_scale_schema,custom_affect_scale,custom_affect_scale_started_at,custom_affect_scale_started_at,questionnaire,Questionnaire Started At,YES,internal,VARIABLE,redcap,v4,NO,YES
custom_affect_scale_schema,custom_affect_scale,custom_affect_scale_via,custom_affect_scale_via,questionnaire,Custom Affect Scale - via,NO,release,VARIABLE,redcap,v4,NO,NO
custom_affect_scale_schema,custom_affect_scale,desire_to_escape,desire_to_escape,questionnaire,Desire to escape (your thoughts and/or feelings),NO,release,VARIABLE,redcap,pre-v4,NO,NO
custom_affect_scale_schema,custom_affect_scale,energetic,energetic,questionnaire,Energetic,NO,release,VARIABLE,redcap,pre-v4,NO,NO
custom_affect_scale_schema,custom_affect_scale,irritated,irritated,questionnaire,Irritated or angry (towards something or someone),NO,release,VARIABLE,redcap,pre-v4,NO,NO
custom_affect_scale_schema,custom_affect_scale,joyful,joyful,questionnaire,Joyful,NO,release,VARIABLE,redcap,pre-v4,NO,NO
custom_affect_scale_schema,custom_affect_scale,lack_of_pleasure,lack_of_pleasure,questionnaire,Lack of pleasure (in things you tend to enjoy),NO,release,VARIABLE,redcap,pre-v4,NO,NO
custom_affect_scale_schema,custom_affect_scale,lonely,lonely,questionnaire,Lonely or isolated,NO,release,VARIABLE,redcap,pre-v4,NO,NO
custom_affect_scale_schema,custom_affect_scale,motivated,motivated,questionnaire,Motivated or interested,NO,release,VARIABLE,redcap,pre-v4,NO,NO
custom_affect_scale_schema,custom_affect_scale,relaxed,relaxed,questionnaire,Relaxed or calm,NO,release,VARIABLE,redcap,pre-v4,NO,NO
custom_affect_scale_schema,custom_affect_scale,sad_or_down,sad_or_down,questionnaire,Sad or down,NO,release,VARIABLE,redcap,pre-v4,NO,NO
custom_affect_scale_schema,custom_affect_scale,tired,tired,questionnaire,Tired or fatigued,NO,release,VARIABLE,redcap,pre-v4,NO,NO
custom_affect_scale_schema,custom_affect_scale,worried,worried,questionnaire,Worried or anxious,NO,release,VARIABLE,redcap,pre-v4,NO,NO
d_control_schema,control,diagnosis_c_ac,clinical_global_impression_voice_affecting_condition,diagnosis,"Based on the assessment you made of the participant, and by hearing their voice, do you think this participant has any condition affecting their speech or voice?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
d_control_schema,control,diagnosis_c_ac_specified,clinical_global_impression_voice_affecting_condition_specified,diagnosis,Please specify:,NO,review,VARIABLE,redcap,v4,NO,NO
data_dissemination_schema,,exclude_participant,exclude_participant,,Exclude Participant and their data from Bridge2AI Data Dissemination?,YES,drop,VARIABLE,redcap,v4,NO,NO
data_dissemination_schema,,exclude_reason,exclude_reason,,Check all that apply,YES,drop,VARIABLE,redcap,pre-v4,NO,NO
data_dissemination_schema,data_dissemination,exclude_reason_other,exclude_reason_other,enrollment,Please specify:,YES,internal,VARIABLE,redcap,v4,NO,NO
data_dissemination_schema,,exclusion_date,exclusion_date,,Date Data Exclusion was requested,YES,drop,VARIABLE,redcap,v4,NO,NO
data_dissemination_schema,,inclusion_date,inclusion_date,,Date Data Inclusion was requested,YES,drop,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,asian_race,asian_race,demographics,Asian,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,assistance_programs_ca,assistance_programs_ca,,"[DEPRECATED]
Do you take advantage of any of the following programs? Choose all that apply",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,assistance_programs_usa,assistance_programs_usa,,"[DEPRECATED]
Do you take advantage of any of the following programs? Choose all that apply",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,black_race,black_race,demographics,Black or African American,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,canadian_race,canadian_race,demographics,Canadian Indigenous or Aboriginal,NO,internal,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,children,children,demographics,One or more children,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,citizen,citizen,demographics,"[DEPRECATED]
Citizen",YES,internal,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,city,city,,"[DEPRECATED]
City",YES,drop,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,cognition,cognition,demographics,"Because of a physical, mental, or emotional condition, do you have serious difficulty concentrating, remembering, or making decisions?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,colorblind,colorblind,demographics,Are you colorblind?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,country,country,demographics,Country,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,demographics_completed_at,demographics_completed_at,demographics,Questionnaire Completed At,YES,internal,VARIABLE,redcap,v4,NO,YES
demographics_schema,demographics,demographics_completed_by,demographics_completed_by,,"[DEPRECATED]
Who is completing this survey?",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,demographics_duration,demographics_duration,demographics,Questionnaire Duration (seconds),NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,demographics_language,demographics_language,demographics,Demographics - Language,NO,release,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,demographics_origin,demographics_origin,demographics,Demographics - origin,NO,release,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,demographics_session_id,demographics_session_id,demographics,Session ID,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,demographics_started_at,demographics_started_at,demographics,Questionnaire Started At,YES,internal,VARIABLE,redcap,v4,NO,YES
demographics_schema,demographics,demographics_via,demographics_via,demographics,Demographics - via,NO,release,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,edu_level,edu_level,demographics,What is your highest level of education?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,employ_status,employ_status,demographics,What is your employment status? Choose all that apply,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,ethnicity,ethnicity,demographics,What is your ethnic or cultural origin?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,financial_assistance_ca,financial_assistance_ca,demographics,"Do you receive a significant portion (>20%) of your income through the following federally-funded income assistance program(s): Veteran Disability Pension, Employment Insurance Sickness Benefits, or Canada Pension Plan Disability Benefits",NO,release,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,financial_assistance_usa,financial_assistance_usa,demographics,"Do you receive a significant portion (>20%) of your income through any of the following federally-funded income assistance programs: SNAP, WIC, or Social Security?",NO,release,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,gender_identity,gender_identity,demographics,What is your gender identity?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,grandparent,grandparent,demographics,One or more grandparent,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,hearing,hearing,demographics,Are you deaf or do you have serious difficulty hearing?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,hispanic_latino_selection,hispanic_latino_selection,,"Check all that apply

NOTE: Once the options completed map to new options, the following options [Deprecated in Protocol v4]
2, Mexican
5, Latin American
6, Puerto Rican
7, Cuban
8, Dominican",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,household_count,household_count,demographics,How many people live with you?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,household_income_ca,household_income_ca,demographics,"What was your total household income last year (CAD)? Please include all sources of income, including pensions, dividends, alimony, child support, etc.",NO,release,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,household_income_usa,household_income_usa,demographics,"What was your total household income last year (USD)? Please include all sources of income, including pensions, dividends, alimony, child support, etc.",NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,housing_status,housing_status,demographics,What is your current housing status?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,independent_living,independent_living,demographics,"Because of a physical, mental, or emotional condition, do you have difficulty doing errands alone such as visiting a doctor's office or shopping?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,live_by_yourself,live_by_yourself,demographics,Do you live by yourself?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,marital_status,marital_status,demographics,What is your marital status? Choose all that apply,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,mobility,mobility,demographics,Do you have serious difficulty walking or climbing stairs?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,native_american_race,native_american_race,demographics,American Indian or Alaska Native,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,occupation,occupation,demographics,What do you consider to be or have been your primary occupation?,NO,review,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,other_edu_level,other_edu_level,demographics,"If you selected ""other"" level of education, please specify:",NO,review,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,other_employ_specify,other_employ_specify,demographics,"If you selected ""other"" employment status, please specify.",NO,review,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,other_gender_identity,other_gender_identity,demographics,"If you selected ""other"" for gender identity, please specify:",NO,review,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,other_live_with,other_live_with,demographics,Other,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,other_race_specify,other_race_specify,demographics,"If race not listed above, please specify:",NO,review,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,other_sex_orientation,other_sex_orientation,demographics,"If you selected ""other"" for sexual orientation, please specify:",NO,review,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,other_transportation,other_transportation,demographics,"If you selected ""other"" transportation, please specify.",NO,review,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,others_household_specify,others_household_specify,demographics,"If ""others"" live in your household, please specify:",NO,review,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,pacific_islander_race,pacific_islander_race,demographics,Native Hawaiian or other Pacific Islander,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,parent,parent,demographics,One or more parent,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,primary_transportation,primary_transportation,demographics,What is your primary mode of transportation?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,race,race,demographics,Which race category best describes you? Choose all that apply,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,roommate,roommate,demographics,Roommate(s),NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,self_care,self_care,demographics,Do you have difficulty dressing or bathing?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,sex_assigned_at_birth,sex_assigned_at_birth,demographics,What was your sex assigned at birth?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,sexual_orientation,sexual_orientation,demographics,What is your sexual orientation?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,specify_gender_identity,specify_gender_identity,demographics,Please specify gender identity,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,spouse_partner_sig_other,spouse_partner_sig_other,demographics,Spouse/partner/significant other,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,state_province,state_province,demographics,"[DEPRECATED]
State/Province",YES,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,tone_deaf,tone_deaf,demographics,Are you tone deaf?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,transportation,transportation,demographics,Do you have a reliable mode of transportation?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,transportation_yn,transportation_yn,demographics,"[DEPRECATED]
Do you have a reliable mode of transportation?",YES,review,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,veteran,veteran,demographics,Are you a veteran?,NO,release,VARIABLE,redcap,v4,NO,NO
demographics_schema,demographics,vision,vision,demographics,"Are you blind or do you have serious difficulty seeing, even when wearing glasses?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,white_race,white_race,demographics,White,NO,release,VARIABLE,redcap,pre-v4,NO,NO
demographics_schema,demographics,zipcode,zipcode,demographics,Zipcode,YES,internal,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_bipolar_active_problems_depression,diagnosis_bipolar_active_problems_depression,diagnosis,"[DEPRECATED]
Enter list of active problems",YES,review,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_bipolar_current_med_therapies_depression,diagnosis_bipolar_current_med_therapies_depression,diagnosis,"[DEPRECATED]
List any current medications/therapies",YES,review,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_bipolar_etiology_depression,diagnosis_bipolar_etiology_depression,diagnosis,"[DEPRECATED]
Describe life events that may relate to the diagnosis",YES,review,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_bipolar_former_med_therapies_depression,diagnosis_bipolar_former_med_therapies_depression,diagnosis,"[DEPRECATED]
List any former medications/therapies",YES,review,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_bipolar_history_problems_depression,diagnosis_bipolar_history_problems_depression,diagnosis,"[DEPRECATED]
Enter any history of problems",YES,review,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_bipolar_psychotic_depression,diagnosis_bipolar_psychotic_depression,diagnosis,"[DEPRECATED]
Psychotic Symptoms",YES,review,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_bipolar_severity_depression,diagnosis_bipolar_severity_depression,diagnosis,"[DEPRECATED]
Disease Severity",YES,review,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_bipolar_subtype_active_depression,diagnosis_bipolar_subtype_active_depression,diagnosis,"[DEPRECATED]
Disease Subtype",YES,review,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_depression_clinical_subcategory,diagnosis_depression_clinical_subcategory,diagnosis,"[DEPRECATED]
Clinical depression (major depressive disorder) Subcategory",YES,review,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_depression_gsd,diagnosis_depression_gold_standard_diagnosis,diagnosis,"[DEPRECATED]
Diagnosis",YES,review,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_depression_gsd_interview,diagnosis_depression_gold_standard_diagnosis_interview,diagnosis,"[DEPRECATED]
Was a structured clinical interview done?",YES,review,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_depression_gsd_oqu,diagnosis_depression_gold_standard_diagnosis_oqu,diagnosis,"[DEPRECATED]
Was an objective questionnaire used?",YES,review,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_depression_gsd_oqu_other,diagnosis_depression_gold_standard_diagnosis_oqu_other,diagnosis,"[DEPRECATED]
Please specify",YES,review,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,diagnosis_depression_gsd_oquw,diagnosis_depression_gold_standard_diagnosis_oquw,diagnosis,"[DEPRECATED]
Which objective questionnaire was used?",YES,review,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_active_psy_med_prob_other,dmdd_active_psy_med_prob_other,diagnosis,"[DEPRECATED]
Please specify

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_active_psy_med_problems,dmdd_active_psy_med_problems,diagnosis,"[DEPRECATED]
Please select any active psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",NO,release,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_current_medication,dmdd_current_medication,diagnosis,"[DEPRECATED]
Please list any current psychiatric medications (to the best of your recollection), including medication names, dosage,
and how many times per day.

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_describe_psychotherapy,dmdd_describe_psychotherapy,diagnosis,"[DEPRECATED]
Please briefly describe your psychotherapy history (e.g.,
dates, reasons for seeking therapy, etc.).

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_diagnosed_dd,diagnosis_dmdd_gold_standard_diagnosis,diagnosis,Have you been diagnosed with a depressive disorder?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_diagnosed_dd_selection,diagnosis_dmdd_selection,diagnosis,Major Depressive Disorder,NO,release,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_hist_psy_med_prob_other,dmdd_hist_psy_med_prob_other,diagnosis,"[DEPRECATED]
Please specify

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_hist_psy_med_problems,dmdd_hist_psy_med_problems,,"[DEPRECATED]
Please select any historical psychiatric problems and medical problems (select all that apply).

MOVED IT TO ""Q - Mood - Participant History""",YES,drop,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_how_many_depressive_episodes,diagnosis_dmdd_how_many_depressive_episodes,diagnosis,Approximately how many depressive episodes have you had in your life (feeling down and depressed more days than not over two weeks)?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_last_depressive_episode,diagnosis_dmdd_last_depressive_episode,diagnosis,"When was your last depressive episode (feeling depressed more days than not over
two weeks)?",YES,internal,VARIABLE,redcap,v4,NO,YES
depression_or_major_depressive_disorder_schema,depression,dmdd_prescribed_medication,dmdd_prescribed_medication,diagnosis,"[DEPRECATED]
Have you ever been prescribed medication for mental or emotional problems (e.g., antidepressants, anxiolytics, antipsychotics, mood stabilizers, etc.)?

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_previous_medication,dmdd_previous_medication,diagnosis,"[DEPRECATED]
Please list any previous psychiatric medications (to the best of your recollection), including medication names,
approximate dates you were taking them, and why they were discontinued.

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,v4,NO,NO
depression_or_major_depressive_disorder_schema,depression,dmdd_see_mental_health_professional,dmdd_see_mental_health_professional,diagnosis,"[DEPRECATED]
Have you ever seen a mental health professional for talk therapy (could include social workers, psychiatrists, etc.)?

MOVED IT TO ""Q - Mood - Participant History""",YES,review,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,avoiding_situations,avoiding_situations,questionnaire,Avoiding situations that make you anxious?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,drinking_more,drinking_more,questionnaire,Drinking at least 4 drinks of any kind of alcohol in a single day?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,dsm_5_completed_at,dsm_5_completed_at,questionnaire,Questionnaire Completed At,YES,internal,VARIABLE,redcap,v4,NO,YES
dsm5_adult_schema,dsm5_adult,dsm_5_duration,dsm_5_duration,questionnaire,Questionnaire Duration (seconds),NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,dsm_5_language,dsm_5_language,questionnaire,DSM-5 - Language,NO,release,VARIABLE,redcap,v4,NO,NO
dsm5_adult_schema,dsm5_adult,dsm_5_origin,dsm_5_origin,questionnaire,DSM-5 - origin,NO,release,VARIABLE,redcap,v4,NO,NO
dsm5_adult_schema,dsm5_adult,dsm_5_session_id,dsm_5_session_id,questionnaire,Session ID,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,dsm_5_started_at,dsm_5_started_at,questionnaire,Questionnaire Started At,YES,internal,VARIABLE,redcap,v4,NO,YES
dsm5_adult_schema,dsm5_adult,dsm_5_via,dsm_5_via,questionnaire,DSM-5 - via,NO,release,VARIABLE,redcap,v4,NO,NO
dsm5_adult_schema,dsm5_adult,feeling_detached,feeling_detached,questionnaire,"Feeling detached or distant from yourself, your body, your physical surroundings, or your memories?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,feeling_down,feeling_down,questionnaire,"Feeling down, depressed, or hopeless?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,feeling_more_irritated,feeling_more_irritated,questionnaire,"Feeling more irritated, grouchy, or angry than usual?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,feeling_nervous,feeling_nervous,questionnaire,"Feeling nervous, anxious, frightened, worried, or on edge?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,feeling_panic,feeling_panic,questionnaire,Feeling panic or being frightened?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,hearing_things,hearing_things,questionnaire,"Hearing things other people couldn't hear, such as voices even when no one was around?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,illness_not_taken_serious,illness_not_taken_serious,questionnaire,Feeling that your illnesses are not being taken seriously enough?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,isolated,isolated,questionnaire,Not feeling close to other people or enjoying your relationships with them?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,little_interest,little_interest,questionnaire,Little interest or pleasure in doing things?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,medication_use,medication_use,questionnaire,"Using any of the following medicines ON YOUR OWN, that is, without a doctor's prescription, in greater amounts or longer than prescribed [e.g., painkillers (like Vicodin), stimulants (like Ritalin or Adderall), sedatives or tranquilizers (like sleeping pills or Valium), or drugs like marijuana, cocaine or crack, club drugs (like ecstasy), hallucinogens (like LSD), heroin, inhalants or solvents (like glue), or methamphetamine (like speed)]?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,memory_issues,memory_issues,questionnaire,"Problems with memory (e.g., learning new information) or with location (e.g., finding your way home)?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,no_purpose,no_purpose,questionnaire,Not knowing who you really are or what you want out of life?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,q1_happy,q1_happy,questionnaire,Question 1,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,q2_self_confident,q2_self_confident,questionnaire,Question 2,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,q3_sleep,q3_sleep,questionnaire,Question 3,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,q4_talk,q4_talk,questionnaire,Question 4,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,q5_active,q5_active,questionnaire,Question 5,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,repeat_acts,repeat_acts,questionnaire,Feeling driven to perform certain behaviors or mental acts over and over again?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,self_harm,self_harm,questionnaire,Thoughts of actually hurting yourself?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,sleep_quality,sleep_quality,questionnaire,Problems with sleep that affected your sleep quality over all?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,sleeping_less,sleeping_less,questionnaire,"Sleeping less than usual, but still have a lot of energy?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,smoking_more,smoking_more,questionnaire,"Smoking any cigarettes, a cigar, or pipe, or using snuff or chewing tobacco?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,social_phobia_1,social_phobia_1,questionnaire,"felt moments of sudden terror, fear, or fright in social situations",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,social_phobia_10,social_phobia_10,questionnaire,"needed help to cope with social situations (e.g., alcohol or medications, superstitious objects)",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,social_phobia_2,social_phobia_2,questionnaire,"felt anxious, worried, or nervous about social situations",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,social_phobia_3,social_phobia_3,questionnaire,"had thoughts of being rejected, humiliated, embarrassed, ridiculed, or offending others",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,social_phobia_4,social_phobia_4,questionnaire,"felt a racing heart, sweaty, trouble breathing, faint, or shaky in social situations",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,social_phobia_5,social_phobia_5,questionnaire,"felt tense muscles, felt on edge or restless, or had trouble relaxing in social situations",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,social_phobia_6,social_phobia_6,questionnaire,"avoided, or did not approach or enter, social situations",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,social_phobia_7,social_phobia_7,questionnaire,"left social situations early or participated only minimally (e.g., said little, avoided eye contact)",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,social_phobia_8,social_phobia_8,questionnaire,spent a lot of time preparing what to say or how to act in social situations,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,social_phobia_9,social_phobia_9,questionnaire,distracted myself to avoid thinking about social situations,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,someone_hear_thoughts,someone_hear_thoughts,questionnaire,"Feeling that someone could hear your thoughts, or that you could hear what another person was thinking?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,starting_more_projects,starting_more_projects,questionnaire,Starting lots more projects than usual or doing more risky things than usual?,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,unexplained_aches,unexplained_aches,questionnaire,"Unexplained aches and pains (e.g., head, back, joints, abdomen, legs)?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dsm5_adult_schema,dsm5_adult,unpleasant_thoughts,unpleasant_thoughts,questionnaire,"Unpleasant thoughts, urges, or images that repeatedly enter your mind?",NO,release,VARIABLE,redcap,pre-v4,NO,NO
dyspnea_index_di_schema,dyspnea_index,di_air_in,di_air_in,questionnaire,I have trouble getting air in.,NO,release,VARIABLE,redcap,pre-v4,NO,NO
dyspnea_index_di_schema,dyspnea_index,di_breathing_stresses_me,di_breathing_stresses_me,questionnaire,My breathing problem makes me feel stressed.,NO,release,VARIABLE,redcap,pre-v4,NO,NO
